febrl1_id;febrl2_id;id
578;57765;346
580;13234;347
584;52257;348
584;91982;349
586;98073;350
587;10294;351
592;41215;352
594;5980;353
594;61430;354
598;77241;355
602;12534;356
602;33929;357
611;84776;358
613;34725;359
613;37318;360
614;12953;361
619;3586;362
620;70477;363
620;102662;364
623;76301;365
624;103296;366
624;129594;367
625;30936;368
625;33033;369
629;21247;370
630;86507;371
630;117477;372
636;35834;373
643;20054;374
643;95457;375
647;44870;376
647;98585;377
649;18109;378
649;99944;379
650;35785;380
651;9041;381
651;97071;382
652;15271;383
655;7915;384
655;123465;385
660;10664;386
660;43746;387
664;20230;388
664;80775;389
666;14022;390
666;89937;391
667;46594;392
667;106031;393
668;34511;394
669;57453;395
671;66572;396
671;88071;397
676;23707;398
676;99538;399
677;36895;400
677;103486;401
678;69625;402
678;119036;403
680;93871;404
681;6620;405
681;122650;406
682;85377;407
683;93299;408
683;110595;409
684;37532;410
684;78092;411
686;61379;412
686;79310;413
687;45743;414
691;91505;415
691;110160;416
692;53509;417
692;124248;418
697;8120;419
697;79015;420
699;35519;421
699;125434;422
700;12316;423
701;21967;424
701;33293;425
706;123544;426
706;125671;427
707;37920;428
707;66353;429
716;20881;430
716;84265;431
719;66936;432
722;33299;433
723;9110;434
723;41620;435
724;23232;436
724;115385;437
727;12187;438
727;124189;439
728;63762;440
731;57721;441
731;128929;442
732;21884;443
732;123276;444
734;25999;445
740;32336;446
740;95952;447
741;94698;448
745;51466;449
745;79661;450
747;105797;451
747;119630;452
749;26094;453
749;34029;454
750;29334;455
750;56392;456
751;62657;457
751;96639;458
752;87532;459
761;87807;460
761;122458;461
763;40420;462
763;54714;463
765;91103;464
767;8686;465
769;43072;466
769;107846;467
770;36295;468
771;62230;469
775;101985;470
775;111617;471
777;58381;472
777;84798;473
779;3847;474
779;100593;475
780;65795;476
780;69550;477
785;65383;478
787;30925;479
787;127660;480
788;59302;481
788;70840;482
791;16820;483
791;105746;484
794;8031;485
794;67341;486
796;32523;487
796;38492;488
798;72130;489
798;95805;490
803;25898;491
803;67068;492
807;51615;493
807;95862;494
808;61965;495
809;38046;496
809;71525;497
810;67386;498
812;41380;499
812;47500;500
813;19458;501
814;52701;502
814;116615;503
816;27565;504
816;122974;505
817;37029;506
820;71662;507
821;7760;508
821;74711;509
826;13693;510
828;42393;511
828;54186;512
830;9522;513
830;64949;514
831;19998;515
832;42460;516
834;78720;517
834;114496;518
836;21835;519
841;3813;520
841;7123;521
842;69950;522
842;91905;523
843;57924;524
848;124290;525
848;126342;526
849;114295;527
850;94978;528
850;98178;529
852;22986;530
852;59735;531
853;88927;532
855;26305;533
855;101194;534
857;31964;535
857;77517;536
858;49189;537
860;11886;538
860;74750;539
861;93280;540
861;114661;541
866;25781;542
867;82673;543
867;99350;544
874;24464;545
874;113498;546
878;52278;547
878;100915;548
879;79230;549
883;43445;550
884;69673;551
884;85060;552
885;69061;553
885;87542;554
890;72708;555
896;43020;556
899;93759;557
903;1539;558
903;50106;559
906;8003;560
907;75512;561
911;53188;562
911;59697;563
912;83536;564
913;50596;565
914;1764;566
914;61469;567
917;18572;568
917;100900;569
924;18072;570
924;87241;571
938;70376;572
939;3413;573
943;37758;574
943;87372;575
945;65921;576
949;38535;577
949;71447;578
950;14495;579
950;29681;580
953;94795;581
955;6790;582
955;28167;583
959;1810;584
959;27231;585
962;44755;586
962;117611;587
964;11898;588
966;61485;589
966;92084;590
970;25952;591
970;45461;592
972;85281;593
972;102540;594
977;62660;595
977;72725;596
979;6762;597
979;106715;598
981;18064;599
981;59839;600
982;47731;601
982;49654;602
985;3640;603
985;42094;604
987;65304;605
987;81745;606
988;72283;607
988;104606;608
990;3751;609
994;4813;610
998;22601;611
998;103698;612
1001;13025;613
1002;93619;614
1002;115343;615
1005;5413;616
1010;83107;617
1010;83872;618
1011;44902;619
1012;89024;620
1015;72248;621
1022;70616;622
1025;1853;623
1025;58040;624
1027;107240;625
1030;58875;626
1030;100035;627
1031;19666;628
1034;17476;629
1034;73580;630
1035;100140;631
1035;112864;632
1038;29082;633
1038;68728;634
1039;120628;635
1041;41796;636
1046;112246;637
1054;13780;638
1058;41686;639
1060;17597;640
1060;65776;641
1061;53299;642
1063;32560;643
1063;127602;644
1064;33267;645
1064;55886;646
1069;96670;647
1070;12554;648
1072;124961;649
1072;128568;650
1077;27982;651
1077;89122;652
1078;20716;653
1078;21692;654
1079;17396;655
1085;71958;656
1085;73213;657
1086;62400;658
1086;129334;659
1090;113120;660
1090;126364;661
1091;51613;662
1092;36037;663
1092;54080;664
1094;28997;665
1094;87310;666
1096;45488;667
1096;76217;668
1101;9335;669
1101;32764;670
1102;89314;671
1103;13691;672
1108;7238;673
1108;107203;674
1109;36790;675
1110;18279;676
1118;1933;677
1118;11371;678
1119;99049;679
1119;124419;680
1120;6832;681
1123;32141;682
1123;51575;683
1126;105597;684
1128;30185;685
1128;80974;686
1129;45722;687
1130;67358;688
1135;73887;689
1137;36336;690
1137;99245;691
1138;100285;692
1139;23125;693
1139;52656;694
1147;30364;695
1147;87370;696
1149;17854;697
1149;114946;698
1151;4083;699
1151;4580;700
1157;93024;701
1157;93283;702
1164;7344;703
1164;78691;704
1166;19525;705
1167;67466;706
1167;67521;707
1173;39314;708
1173;79052;709
1174;106350;710
1177;58399;711
1177;123227;712
1178;17326;713
1178;92225;714
1181;79538;715
1181;120503;716
1183;29426;717
1183;112776;718
1184;10852;719
1184;82983;720
1185;107950;721
1185;116576;722
1186;11416;723
1190;55235;724
1193;32376;725
1193;95853;726
1194;6463;727
1195;47498;728
1195;109655;729
1196;19762;730
1196;22203;731
1197;40286;732
1198;113667;733
1198;120462;734
1199;109289;735
1200;124408;736
1201;16459;737
1201;47790;738
1205;25357;739
1205;123261;740
1208;69781;741
1208;101124;742
1209;27671;743
1209;59986;744
1210;83041;745
1217;71166;746
1217;109961;747
1219;13079;748
1219;99912;749
1227;67424;750
1235;74610;751
1235;74848;752
1237;45473;753
1237;115161;754
1238;60555;755
1238;81530;756
1248;108709;757
1253;17903;758
1253;87032;759
1256;119343;760
1260;32682;761
1260;58222;762
1263;72213;763
1265;52812;764
1265;107853;765
1266;61575;766
1266;92222;767
1268;13827;768
1270;37838;769
1272;78024;770
1272;127631;771
1273;42761;772
1273;79826;773
1274;17287;774
1274;85356;775
1275;74281;776
1275;92952;777
1276;34198;778
1277;40945;779
1277;58323;780
1279;2566;781
1279;66300;782
1281;33926;783
1281;55124;784
1286;63567;785
1287;36342;786
1287;121433;787
1289;89580;788
1290;87602;789
1290;101518;790
1292;35854;791
1302;40959;792
1302;126080;793
1304;26063;794
1306;28660;795
1306;52758;796
1308;77101;797
1308;79137;798
1312;112987;799
1313;2724;800
1313;113796;801
1317;69160;802
1317;73629;803
1327;59829;804
1330;66172;805
1330;118800;806
1331;56698;807
1331;75297;808
1334;81212;809
1337;22861;810
1337;42387;811
1342;18205;812
1343;19299;813
1343;127499;814
1344;119070;815
1344;120990;816
1345;11161;817
1345;87329;818
1347;39476;819
1347;99254;820
1350;84332;821
1353;3548;822
1354;105282;823
1355;77562;824
1355;97648;825
1356;4388;826
1357;2965;827
1358;88615;828
1358;109578;829
1359;80456;830
1364;58232;831
1364;115626;832
1365;76401;833
1369;3858;834
1370;30513;835
1370;90366;836
1373;9056;837
1375;6242;838
1376;21221;839
1376;90871;840
1379;4733;841
1379;117259;842
1388;8916;843
1390;102915;844
1390;118184;845
1392;5599;846
1392;78187;847
1393;42077;848
1393;46391;849
1397;23394;850
1397;99055;851
1401;49219;852
1401;86398;853
1402;106003;854
1404;18981;855
1404;43394;856
1406;116573;857
1406;127904;858
1409;76632;859
1411;50149;860
1411;78003;861
1412;49158;862
1412;120250;863
1413;5441;864
1413;89960;865
1414;103133;866
1417;61681;867
1419;44356;868
1419;125574;869
1421;58556;870
1421;76679;871
1424;117089;872
1428;45110;873
1435;26441;874
1436;27673;875
1436;33161;876
1438;97013;877
1438;113397;878
1439;32911;879
1439;75307;880
1445;6763;881
1445;39421;882
1447;31311;883
1447;88147;884
1452;17795;885
1452;119612;886
1458;98449;887
1459;110642;888
1460;107603;889
1462;93254;890
1468;56914;891
1468;79061;892
1469;61052;893
1473;12595;894
1473;122336;895
1476;62322;896
1476;111567;897
1478;27655;898
1478;100852;899
1479;70576;900
1480;39823;901
1480;65593;902
1484;10328;903
1484;39001;904
1485;12994;905
1485;74827;906
1487;32159;907
1495;13007;908
1498;35245;909
1498;117918;910
1499;15714;911
1502;96015;912
1502;113714;913
1503;18852;914
1503;95525;915
1504;115179;916
1506;50764;917
1508;44606;918
1508;106726;919
1510;52606;920
1510;109918;921
1511;61442;922
1511;74195;923
1515;77090;924
1518;40417;925
1518;77775;926
1522;107863;927
1522;109871;928
1525;56107;929
1525;128402;930
1526;102550;931
1526;118988;932
1529;122722;933
1529;125543;934
1532;65381;935
1532;120021;936
1535;80807;937
1535;104519;938
1537;6388;939
1537;91129;940
1538;90007;941
1538;127425;942
1539;50106;943
1540;21022;944
1540;107582;945
1544;51011;946
1544;78075;947
1546;44934;948
1547;58812;949
1549;79055;950
1550;3226;951
1550;88938;952
1551;41021;953
1551;47812;954
1556;45710;955
1557;60872;956
1557;97425;957
1563;36613;958
1563;55844;959
1567;98166;960
1567;126742;961
1568;2669;962
1571;61023;963
1572;2684;964
1572;56036;965
1573;31271;966
1576;109449;967
1577;47130;968
1577;125824;969
1584;64268;970
1584;112667;971
1588;14978;972
1588;67649;973
1589;19432;974
1589;55323;975
1590;24365;976
1590;89489;977
1591;27374;978
1592;12184;979
1594;76874;980
1597;41183;981
1598;20140;982
1598;111099;983
1599;52617;984
1604;27267;985
1604;110092;986
1607;117034;987
1607;129696;988
1608;16926;989
1608;21326;990
1612;58472;991
1614;13403;992
1615;26983;993
1615;85793;994
1617;12313;995
1620;55964;996
1621;44913;997
1621;60210;998
1623;23536;999
1623;118801;1000
1625;17101;1001
1625;83704;1002
1627;87711;1003
1630;46040;1004
1630;99541;1005
1633;42916;1006
1636;5022;1007
1636;81096;1008
1642;103774;1009
1647;111732;1010
1648;73403;1011
1648;75486;1012
1650;3444;1013
1652;48136;1014
1652;83701;1015
1654;49031;1016
1654;122862;1017
1658;55920;1018
1660;11226;1019
1664;26168;1020
1664;70683;1021
1666;73329;1022
1668;54790;1023
1668;105744;1024
1670;29108;1025
1671;48957;1026
1671;49988;1027
1672;35222;1028
1673;15720;1029
1675;27235;1030
1677;91304;1031
1677;116463;1032
1679;85715;1033
1682;122797;1034
1683;47295;1035
1683;47928;1036
1688;76908;1037
1689;69007;1038
1689;92906;1039
1696;35856;1040
1696;79324;1041
1699;13931;1042
1699;30171;1043
1703;22102;1044
1703;115067;1045
1704;53459;1046
1704;58917;1047
1707;100520;1048
1707;101015;1049
1717;41056;1050
1717;63532;1051
1723;65207;1052
1723;89787;1053
1724;13654;1054
1724;101755;1055
1726;42095;1056
1726;82540;1057
1732;69850;1058
1732;124424;1059
1736;12540;1060
1736;105550;1061
1737;2237;1062
1737;102798;1063
1741;44896;1064
1743;117523;1065
1744;22023;1066
1744;78064;1067
1745;28791;1068
1745;100092;1069
1748;49744;1070
1748;89475;1071
1750;97719;1072
1751;75357;1073
1754;41132;1074
1754;95814;1075
1761;57793;1076
1761;113742;1077
1764;61469;1078
1769;61609;1079
1769;118887;1080
1776;107757;1081
1780;15899;1082
1780;22884;1083
1783;72392;1084
1784;19896;1085
1784;86460;1086
1786;78929;1087
1786;126994;1088
1789;52668;1089
1789;63411;1090
1790;117571;1091
1794;24564;1092
1794;59658;1093
1795;22539;1094
1795;30080;1095
1800;100890;1096
1800;111546;1097
1802;75753;1098
1804;30025;1099
1804;108488;1100
1805;45387;1101
1805;79841;1102
1810;27231;1103
1812;5221;1104
1812;127181;1105
1813;124736;1106
1813;125731;1107
1814;61420;1108
1814;73358;1109
1815;121996;1110
1816;126157;1111
1817;87570;1112
1817;111324;1113
1818;67572;1114
1823;23217;1115
1823;88377;1116
1826;68148;1117
1826;73576;1118
1828;65329;1119
1828;113907;1120
1829;67199;1121
1829;94045;1122
1831;22163;1123
1831;123951;1124
1834;8613;1125
1835;71736;1126
1835;125825;1127
1836;85977;1128
1836;96544;1129
1841;33717;1130
1843;105884;1131
1843;122146;1132
1844;33837;1133
1844;96289;1134
1852;23915;1135
1852;121453;1136
1853;58040;1137
1854;31484;1138
1854;101239;1139
1862;18253;1140
1862;47063;1141
1864;58061;1142
1866;13453;1143
1866;118990;1144
1867;30003;1145
1867;108666;1146
1868;48994;1147
1869;75996;1148
1870;43862;1149
1870;96619;1150
1881;30232;1151
1881;126131;1152
1882;95011;1153
1882;100987;1154
1886;25254;1155
1892;45967;1156
1894;46953;1157
1895;23171;1158
1895;69688;1159
1899;15140;1160
1900;6754;1161
1900;56312;1162
1905;83938;1163
1907;111702;1164
1907;112281;1165
1913;120530;1166
1914;16645;1167
1922;43304;1168
1923;42802;1169
1923;98826;1170
1924;52721;1171
1924;120424;1172
1926;22396;1173
1928;77569;1174
1928;105980;1175
1931;23305;1176
1933;11371;1177
1934;20406;1178
1936;87656;1179
1937;15573;1180
1937;48894;1181
1939;40779;1182
1939;102678;1183
1942;48675;1184
1942;55376;1185
1943;3378;1186
1944;74434;1187
1944;81963;1188
1945;73565;1189
1946;24593;1190
1946;70773;1191
1948;78185;1192
1957;8956;1193
1957;24970;1194
1960;71468;1195
1960;74507;1196
1961;20284;1197
1961;116076;1198
1965;55291;1199
1965;73342;1200
1966;93901;1201
1970;14696;1202
1970;110136;1203
1971;27816;1204
1973;106964;1205
1973;121335;1206
1979;65544;1207
1979;75658;1208
1981;4780;1209
1981;16332;1210
1984;66990;1211
1985;58314;1212
1985;128762;1213
1986;48682;1214
1987;31148;1215
1988;20713;1216
1988;56451;1217
1990;43134;1218
1993;56869;1219
1993;119442;1220
2005;50326;1221
2005;124380;1222
2008;116834;1223
2012;106191;1224
2012;113917;1225
2015;86254;1226
2017;90345;1227
2029;28384;1228
2029;63371;1229
2030;42722;1230
2030;100166;1231
2031;68026;1232
2031;88064;1233
2032;84027;1234
2035;104892;1235
2035;110775;1236
2036;6943;1237
2036;28006;1238
2040;47084;1239
2040;112425;1240
2044;43157;1241
2046;31925;1242
2046;57624;1243
2048;80763;1244
2048;105131;1245
2049;91335;1246
2050;8681;1247
2050;75046;1248
2051;47677;1249
2051;104940;1250
2053;9835;1251
2054;82380;1252
2054;111153;1253
2062;37817;1254
2062;63928;1255
2065;77545;1256
2065;91879;1257
2068;33320;1258
2069;96628;1259
2069;127853;1260
2070;19517;1261
2070;29090;1262
2075;27172;1263
2075;33864;1264
2077;83320;1265
2077;107688;1266
2078;103264;1267
2079;72198;1268
2079;126307;1269
2086;14130;1270
2088;117985;1271
2091;17629;1272
2091;110994;1273
2092;36806;1274
2092;48710;1275
2094;4899;1276
2094;31252;1277
2100;37333;1278
2101;60161;1279
2101;118563;1280
2105;99794;1281
2105;99915;1282
2109;96056;1283
2112;109828;1284
2114;6464;1285
2115;108444;1286
2118;18920;1287
2118;117182;1288
2119;37573;1289
2120;97431;1290
2122;5269;1291
2122;60696;1292
2123;58077;1293
2128;70025;1294
2130;59455;1295
2130;107388;1296
2131;4338;1297
2131;42346;1298
2136;127133;1299
2137;45935;1300
2137;101039;1301
2138;86151;1302
2138;122512;1303
2140;64088;1304
2140;108069;1305
2141;29407;1306
2141;125270;1307
2143;22680;1308
2147;54565;1309
2147;124115;1310
2148;29155;1311
2148;87160;1312
2151;119406;1313
2153;18952;1314
2153;68356;1315
2158;101670;1316
2158;107565;1317
2160;126823;1318
2165;4657;1319
2166;27619;1320
2166;113839;1321
2167;102041;1322
2171;39101;1323
2176;47027;1324
2176;101842;1325
2177;9490;1326
2178;21775;1327
2184;16417;1328
2184;92192;1329
2186;95242;1330
2186;117834;1331
2187;51431;1332
2187;102325;1333
2193;76912;1334
2195;33612;1335
2196;14506;1336
2196;116764;1337
2202;43848;1338
2203;42661;1339
2203;72883;1340
2206;78456;1341
2211;64113;1342
2211;129324;1343
2214;87034;1344
2214;110353;1345
2217;54077;1346
2217;87517;1347
2225;44075;1348
2225;94852;1349
2227;7008;1350
2228;78282;1351
2228;103226;1352
2229;114029;1353
2229;127951;1354
2231;56343;1355
2231;79747;1356
2233;56999;1357
2236;63491;1358
2237;102798;1359
2243;95623;1360
2244;58021;1361
2245;50521;1362
2245;58326;1363
2246;26361;1364
2247;61181;1365
2247;120531;1366
2252;20784;1367
2259;44970;1368
2259;50955;1369
2262;35673;1370
2262;104904;1371
2264;5844;1372
2265;84517;1373
2267;24131;1374
2268;105699;1375
2270;28620;1376
2271;23712;1377
2271;85835;1378
2277;11275;1379
2277;79037;1380
2283;106522;1381
2288;22635;1382
2288;69995;1383
2289;8436;1384
2289;98483;1385
2295;46646;1386
2295;62334;1387
2296;125097;1388
2297;116868;1389
2298;43309;1390
2298;100832;1391
2301;44167;1392
2301;121188;1393
2302;46511;1394
2303;80047;1395
2306;36222;1396
2307;57290;1397
2307;85228;1398
2310;17800;1399
2316;14523;1400
2316;54416;1401
2323;115630;1402
2326;55026;1403
2330;33100;1404
2331;14322;1405
2331;68553;1406
2333;117375;1407
2333;126874;1408
2335;33509;1409
2335;128587;1410
2337;83695;1411
2338;11812;1412
2338;29788;1413
2340;61967;1414
2340;64520;1415
2341;52241;1416
2348;25695;1417
2352;18403;1418
2352;37993;1419
2354;49116;1420
2356;81206;1421
2356;95142;1422
2357;36554;1423
2359;10118;1424
2359;33064;1425
2360;5966;1426
2360;126399;1427
2367;62778;1428
2367;106558;1429
2368;47883;1430
2368;94546;1431
2371;32257;1432
2373;11151;1433
2375;68387;1434
2375;125263;1435
2376;11787;1436
2381;87155;1437
2381;109986;1438
2382;17144;1439
2386;16267;1440
2387;6902;1441
2388;28506;1442
2388;92563;1443
2389;2695;1444
2389;17057;1445
2396;43963;1446
2397;128271;1447
2398;12957;1448
2398;45824;1449
2399;123150;1450
2400;99872;1451
2400;112423;1452
2401;103311;1453
2403;99029;1454
2405;65416;1455
2407;28091;1456
2409;10390;1457
2409;36920;1458
2413;26873;1459
2413;62953;1460
2414;109262;1461
2414;129435;1462
2415;25806;1463
2415;94723;1464
2420;4998;1465
2420;5766;1466
2422;39171;1467
2422;101914;1468
2429;13961;1469
2430;30388;1470
2430;39885;1471
2431;89368;1472
2431;97407;1473
2434;68255;1474
2435;43864;1475
2435;75548;1476
2438;70175;1477
2439;27157;1478
2439;101569;1479
2440;49819;1480
2440;98592;1481
2441;24162;1482
2441;103747;1483
2442;62494;1484
2442;77380;1485
2447;92214;1486
2448;24402;1487
2452;87244;1488
2453;75805;1489
2453;111186;1490
2454;58023;1491
2456;2810;1492
2458;110672;1493
2459;10037;1494
2465;42804;1495
2465;76682;1496
2466;76890;1497
2466;116141;1498
2468;31768;1499
2469;21358;1500
2469;42964;1501
2471;17980;1502
2472;98396;1503
2472;106585;1504
2476;129711;1505
2478;98995;1506
2478;121559;1507
2481;75445;1508
2487;97966;1509
2488;4985;1510
2488;103236;1511
2489;67476;1512
2489;72147;1513
2492;59049;1514
2497;9368;1515
2499;108601;1516
2499;112011;1517
2501;109985;1518
2502;59018;1519
2504;120478;1520
2506;43595;1521
2506;93892;1522
2511;60021;1523
2514;19253;1524
2514;87374;1525
2515;90940;1526
2515;92382;1527
2516;109048;1528
2522;49752;1529
2523;74153;1530
2523;84275;1531
2525;21544;1532
2525;126149;1533
2526;66908;1534
2527;60242;1535
2527;109202;1536
2529;34030;1537
2529;53255;1538
2530;55032;1539
2532;106363;1540
2533;11607;1541
2535;16868;1542
2535;49013;1543
2537;50427;1544
2540;80135;1545
2540;97902;1546
2541;94193;1547
2541;111307;1548
2542;34102;1549
2542;92404;1550
2545;39246;1551
2545;96346;1552
2547;50196;1553
2547;69526;1554
2549;78348;1555
2550;40887;1556
2550;84465;1557
2551;61033;1558
2552;63790;1559
2553;67445;1560
2555;81098;1561
2555;113293;1562
2562;23528;1563
2562;51259;1564
2563;129195;1565
2565;9033;1566
2565;95410;1567
2566;66300;1568
2567;36948;1569
2567;108513;1570
2570;65313;1571
2570;95393;1572
2576;123474;1573
2576;125382;1574
2577;49902;1575
2577;98426;1576
2578;83422;1577
2578;108294;1578
2579;4174;1579
2580;47414;1580
2584;22394;1581
2584;75828;1582
2587;61802;1583
2588;15640;1584
2588;127204;1585
2589;47331;1586
2591;16644;1587
2591;59752;1588
2606;45838;1589
2609;78089;1590
2609;108232;1591
2610;49475;1592
2613;39718;1593
2613;40552;1594
2615;65829;1595
2616;103840;1596
2616;119955;1597
2617;8866;1598
2617;63202;1599
2623;72950;1600
2623;117645;1601
2624;106080;1602
2624;107232;1603
2628;16015;1604
2628;92885;1605
2629;36090;1606
2629;68543;1607
2630;88796;1608
2633;42781;1609
2633;126745;1610
2635;21658;1611
2635;41141;1612
2639;16832;1613
2639;56387;1614
2643;71870;1615
2643;125277;1616
2646;9713;1617
2646;60455;1618
2648;34016;1619
2649;115926;1620
2656;4634;1621
2656;84628;1622
2657;9912;1623
2658;5012;1624
2658;30160;1625
2663;18424;1626
2663;127440;1627
2665;53072;1628
2665;76527;1629
2666;82855;1630
2666;101433;1631
2667;69731;1632
2667;112810;1633
2671;41418;1634
2673;41245;1635
2673;79169;1636
2679;110931;1637
2682;17026;1638
2682;106656;1639
2684;56036;1640
2689;68956;1641
2689;94873;1642
2691;10103;1643
2691;54736;1644
2692;46900;1645
2693;34326;1646
2693;106853;1647
2695;17057;1648
2697;51169;1649
2697;121325;1650
2700;103983;1651
2700;109876;1652
2702;102773;1653
2708;94925;1654
2710;66258;1655
2711;80351;1656
2711;106286;1657
2713;30982;1658
2713;101662;1659
2716;106490;1660
2716;121076;1661
2724;113796;1662
2728;32470;1663
2728;102393;1664
2729;87308;1665
2730;100482;1666
2732;118686;1667
2734;20526;1668
2734;45143;1669
2739;119073;1670
2739;120457;1671
2740;14657;1672
2740;50085;1673
2745;122447;1674
2748;59799;1675
2748;107356;1676
2749;52217;1677
2749;94341;1678
2750;64832;1679
2750;93938;1680
2751;23926;1681
2751;37266;1682
2752;4638;1683
2752;40196;1684
2754;89803;1685
2754;110013;1686
2756;32441;1687
2756;122528;1688
2764;5984;1689
2767;123572;1690
2771;82063;1691
2771;127233;1692
2773;35602;1693
2775;67410;1694
2775;73110;1695
2776;125858;1696
2776;126621;1697
2777;87524;1698
2777;129025;1699
2779;35605;1700
2779;125075;1701
2784;98381;1702
2784;125178;1703
2787;75334;1704
2787;87492;1705
2788;14028;1706
2788;52943;1707
2789;101472;1708
2791;35288;1709
2791;65350;1710
2794;104717;1711
2796;121903;1712
2797;40812;1713
2797;47089;1714
2798;35164;1715
2798;86633;1716
2799;35382;1717
2799;55638;1718
2803;11063;1719
2803;70621;1720
2804;93450;1721
2805;31076;1722
2805;125209;1723
2806;106846;1724
2816;83308;1725
2820;50624;1726
2820;84698;1727
2821;77741;1728
2821;105451;1729
2826;46250;1730
